Brunmyrheden	1	6	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Brännmyran	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Bäcknäs	1	301	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Bäckås	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Bävervägen	1	21	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Falkbacken	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Falkbo	1	2	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Fetbäcken	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Forsnäs	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Fredsborg	1	2	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Gamla Pitevägen	1	19	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Gamla Skaraborg	1	6	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Gamla Skelleftevägen	1	21	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Gottland	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Granlund	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Grundträsk	1	20	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Gulliesjaur	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Hällberg	1	102	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Hällsel	1	4	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Lobblet	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Norra Bäcknäs	1	301	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Norra Kroktjärnvägen	1	9	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Norravanäs	1	14	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Nya Skaraborg	1	3	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Pitevägen	1	102	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Renborgsvägen	1	21	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Saltmyran	1	7	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Södra Grundträsk	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Tjockuddsvägen	1	17	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Torpet	1	7	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Västra Grundträsk	1	202	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Västra Hällberg	1	1	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Ånäs	1	20	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Ängbergsvägen	1	6	930 82	Abborrträsk	250502	Norrbotten	Arvidsjaur
Abisko	1	47	981 07	Abisko	258401	Norrbotten	Kiruna
Abisko strand	1	5	981 07	Abisko	258401	Norrbotten	Kiruna
Abisko turiststation	1	3	981 07	Abisko	258401	Norrbotten	Kiruna
Kalle Jons väg	1	15	981 07	Abisko	258401	Norrbotten	Kiruna
Karvens väg	1	14	981 07	Abisko	258401	Norrbotten	Kiruna
Konstnärsstigen	1	24	981 07	Abisko	258401	Norrbotten	Kiruna
Lapportsvägen	1	3	981 07	Abisko	258401	Norrbotten	Kiruna
Nordkalottvägen	1	301	981 07	Abisko	258401	Norrbotten	Kiruna
Sjölägret	1	11	981 07	Abisko	258401	Norrbotten	Kiruna
Syster Syrenas väg	1	10	981 07	Abisko	258401	Norrbotten	Kiruna
Träskvägen	1	39	981 07	Abisko	258401	Norrbotten	Kiruna
Vetenskapens väg	1	56	981 07	Abisko	258401	Norrbotten	Kiruna
Adakliden	1	14	939 92	Adak	241801	Västerbotten	Malå
Arthur Fribergs väg	1	10	939 92	Adak	241801	Västerbotten	Malå
Aspnäs	1	1	939 92	Adak	241801	Västerbotten	Malå
Bastusel	1	24	939 92	Adak	241801	Västerbotten	Malå
Björkland	1	47	939 92	Adak	241801	Västerbotten	Malå
Björknäs	1	2	939 92	Adak	241801	Västerbotten	Malå
Blausjaur	1	5	939 92	Adak	241801	Västerbotten	Malå
Brännliden	1	10	939 92	Adak	241801	Västerbotten	Malå
Brännlund	1	1	939 92	Adak	241801	Västerbotten	Malå
Granbacken	1	1	939 92	Adak	241801	Västerbotten	Malå
Gruvvägen	1	54	939 92	Adak	241801	Västerbotten	Malå
Gustavsbränna	1	9	939 92	Adak	241801	Västerbotten	Malå
Hundberg	1	33	939 92	Adak	241801	Västerbotten	Malå
Håptjärnliden	1	10	939 92	Adak	241801	Västerbotten	Malå
Karlgård	1	3	939 92	Adak	241801	Västerbotten	Malå
Kuorbevare	1	16	939 92	Adak	241801	Västerbotten	Malå
Kvarnvägen	1	12	939 92	Adak	241801	Västerbotten	Malå
Ljungby	1	10	939 92	Adak	241801	Västerbotten	Malå
Ljusbacka	1	9	939 92	Adak	241801	Västerbotten	Malå
Lönås	1	13	939 92	Adak	241801	Västerbotten	Malå
Malåvägen	1	4	939 92	Adak	241801	Västerbotten	Malå
Nygatan	1	9	939 92	Adak	241801	Västerbotten	Malå
Ringvägen	1	25	939 92	Adak	241801	Västerbotten	Malå
Sjövägen	1	1	939 92	Adak	241801	Västerbotten	Malå
Skidnäs	1	4	939 92	Adak	241801	Västerbotten	Malå
Slagnäsvägen	1	61	939 92	Adak	241801	Västerbotten	Malå
Storhult	1	9	939 92	Adak	241801	Västerbotten	Malå
Sörgårdsvägen	1	17	939 92	Adak	241801	Västerbotten	Malå
Tjärnberg	1	11	939 92	Adak	241801	Västerbotten	Malå
Tjärnbergsbränna	1	26	939 92	Adak	241801	Västerbotten	Malå
Tullberg	1	1	939 92	Adak	241801	Västerbotten	Malå
Öberg	1	5	939 92	Adak	241801	Västerbotten	Malå
Öhmansvägen	1	7	939 92	Adak	241801	Västerbotten	Malå
Östanbäck	1	6	939 92	Adak	241801	Västerbotten	Malå
Adelsö kvarnväg	1	395	178 92	Adelsö	12501	Stockholm	Ekerö
Alholmsstigen	1	29	178 92	Adelsö	12501	Stockholm	Ekerö
Badstutorp	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Bergbyvägen	1	40	178 92	Adelsö	12501	Stockholm	Ekerö
Björkö	1	31	178 92	Adelsö	12501	Stockholm	Ekerö
Björkö Mellangården	1	12	178 92	Adelsö	12501	Stockholm	Ekerö
Björkö Oppgården	1	18	178 92	Adelsö	12501	Stockholm	Ekerö
Björkö Östergården	1	19	178 92	Adelsö	12501	Stockholm	Ekerö
Bruket	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Bruksbacken	1	5	178 92	Adelsö	12501	Stockholm	Ekerö
Brukskogsvägen	1	30	178 92	Adelsö	12501	Stockholm	Ekerö
Byvägen	1	6	178 92	Adelsö	12501	Stockholm	Ekerö
Båtsviksvägen	1	21	178 92	Adelsö	12501	Stockholm	Ekerö
Charlottenlundsvägen	1	30	178 92	Adelsö	12501	Stockholm	Ekerö
Dalby Stora Dalby	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Ellholmsvägen	1	8	178 92	Adelsö	12501	Stockholm	Ekerö
Elviralundsvägen	1	18	178 92	Adelsö	12501	Stockholm	Ekerö
Flittens väg	1	16	178 92	Adelsö	12501	Stockholm	Ekerö
Flygarbacken	1	19	178 92	Adelsö	12501	Stockholm	Ekerö
Fridhemsvägen	1	10	178 92	Adelsö	12501	Stockholm	Ekerö
Frutorpsvägen	1	11	178 92	Adelsö	12501	Stockholm	Ekerö
Fårbacksvägen	1	10	178 92	Adelsö	12501	Stockholm	Ekerö
Gladhamnsvägen	1	30	178 92	Adelsö	12501	Stockholm	Ekerö
Granholmsstigen	1	53	178 92	Adelsö	12501	Stockholm	Ekerö
Gredby	1	18	178 92	Adelsö	12501	Stockholm	Ekerö
Grindbyvägen	1	11	178 92	Adelsö	12501	Stockholm	Ekerö
Gärdsgårdsvägen	1	16	178 92	Adelsö	12501	Stockholm	Ekerö
Hagalund-Adelsö	1	8	178 92	Adelsö	12501	Stockholm	Ekerö
Hallsta gärde	1	45	178 92	Adelsö	12501	Stockholm	Ekerö
Hallstavägen	1	78	178 92	Adelsö	12501	Stockholm	Ekerö
Hovgården	1	9	178 92	Adelsö	12501	Stockholm	Ekerö
Hovgården Karlberg	1	5	178 92	Adelsö	12501	Stockholm	Ekerö
Hovgården Klockargården	1	7	178 92	Adelsö	12501	Stockholm	Ekerö
Hovgården Södergården	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Hovgårdsberg	1	9	178 92	Adelsö	12501	Stockholm	Ekerö
Hovgårdsvägen	1	14	178 92	Adelsö	12501	Stockholm	Ekerö
Inre byvägen	1	13	178 92	Adelsö	12501	Stockholm	Ekerö
Kronskogsvägen	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Kunstavägen	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Lertäktsvägen	1	9	178 92	Adelsö	12501	Stockholm	Ekerö
Lilla Dalby väg	1	8	178 92	Adelsö	12501	Stockholm	Ekerö
Lilla Karlslund	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Lilla Stenby väg	1	7	178 92	Adelsö	12501	Stockholm	Ekerö
Lillskogsvägen	1	7	178 92	Adelsö	12501	Stockholm	Ekerö
Lindby bryggväg	1	43	178 92	Adelsö	12501	Stockholm	Ekerö
Lindbyvägen	1	29	178 92	Adelsö	12501	Stockholm	Ekerö
Lindesborgsvägen	1	31	178 92	Adelsö	12501	Stockholm	Ekerö
Lindesborgsvägen	1	37	178 92	Adelsö	12501	Stockholm	Ekerö
Lissboviksvägen	1	17	178 92	Adelsö	12501	Stockholm	Ekerö
Lundkullavägen	1	16	178 92	Adelsö	12501	Stockholm	Ekerö
Lövlundsvägen	1	15	178 92	Adelsö	12501	Stockholm	Ekerö
Marielundsvägen	1	77	178 92	Adelsö	12501	Stockholm	Ekerö
Minkvägen	1	11	178 92	Adelsö	12501	Stockholm	Ekerö
Myrbacksvägen	1	36	178 92	Adelsö	12501	Stockholm	Ekerö
Månstigen	1	21	178 92	Adelsö	12501	Stockholm	Ekerö
Mälbyvägen	1	8	178 92	Adelsö	12501	Stockholm	Ekerö
Norrängsliden	1	7	178 92	Adelsö	12501	Stockholm	Ekerö
Norrängsvägen	1	14	178 92	Adelsö	12501	Stockholm	Ekerö
Notvägen	1	7	178 92	Adelsö	12501	Stockholm	Ekerö
Nydalsvägen	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Paltens backe	1	9	178 92	Adelsö	12501	Stockholm	Ekerö
Pinnmovägen	1	4	178 92	Adelsö	12501	Stockholm	Ekerö
Portugalvägen	1	12	178 92	Adelsö	12501	Stockholm	Ekerö
Prästviksvägen	1	30	178 92	Adelsö	12501	Stockholm	Ekerö
Rälsvägen	1	6	178 92	Adelsö	12501	Stockholm	Ekerö
Sandstuvägen	1	11	178 92	Adelsö	12501	Stockholm	Ekerö
Sjötorpsvägen	1	51	178 92	Adelsö	12501	Stockholm	Ekerö
Skogstorps tomtväg	1	8	178 92	Adelsö	12501	Stockholm	Ekerö
Slagarvägen	1	15	178 92	Adelsö	12501	Stockholm	Ekerö
Slagarvägen	1	12	178 92	Adelsö	12501	Stockholm	Ekerö
Smedstorp	1	6	178 92	Adelsö	12501	Stockholm	Ekerö
Solvändan	1	45	178 92	Adelsö	12501	Stockholm	Ekerö
Spanien	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Stenbacksvägen	1	17	178 92	Adelsö	12501	Stockholm	Ekerö
Stenby sjöstuga	1	17	178 92	Adelsö	12501	Stockholm	Ekerö
Stenskiljarvägen	1	14	178 92	Adelsö	12501	Stockholm	Ekerö
Stenstorpsvägen	1	17	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Björkfjärdsvägen	1	11	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Borgen	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Bygatan	1	11	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Byvikstorpet	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Fabriken	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Fiskarstugan Horns udde	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Fritiden	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Gläntan	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Hagen	1	7	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Herrgården	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Knallkåken	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Lastberget	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Lillgården	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Lillstugan	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Lyckebo	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Lövdala	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Lövlund	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Midgård	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Midgårdsannexet	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Sjövillan	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Skogsbacken	1	5	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Skogsvillan	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Solbacken	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Storgården	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Storgården Annexet	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Storgården Hönshuset	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Storgårdsviken	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Storgårdsvägen	1	10	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Storköket	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Sättraudd	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Sörbacken	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Sörgården	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Videbo	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Villa Horn Horns udde	1	2	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Väntkuren Horns Udde	1	3	178 92	Adelsö	12501	Stockholm	Ekerö
Sättra gård Ängskär	1	1	178 92	Adelsö	12501	Stockholm	Ekerö
Tallbacksvägen	1	7	178 92	Adelsö	12501	Stockholm	Ekerö
Vinggränd	1	5	178 92	Adelsö	12501	Stockholm	Ekerö
Västra vägen	1	5	178 92	Adelsö	12501	Stockholm	Ekerö
Östra vägen	1	14	178 92	Adelsö	12501	Stockholm	Ekerö
Agnesbergsvägen	1	20	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Albanusbacken	1	5	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Bäcksins väg	1	10	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Eliebergsvägen	1	44	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Furet	1	7	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Gårdstens Industriväg	1	6	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Hambovägen	1	15	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Kronorättarens väg	1	10	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Lilla Grusåsvägen	1	8	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Lilla Stekens väg	1	4	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Lindåkrastigen	1	6	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Lindåkravägen	1	5	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Masurkavägen	1	19	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Norra Röseredsvägen	1	21	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Polkettvägen	1	17	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Ramnebacken	1	94	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Schottisvägen	1	40	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Stekastigen	1	16	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Steken	1	3	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Stokkebyes kvarnväg	1	5	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Älgstråket	1	15	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Älvåsbacken	1	3	424 38	Agnesberg	148034	Västra Götaland	Göteborg
Agundavägen	1	11	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Björkfällan	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Ekeberg	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Ekebo	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Ekeliden	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Ekelyckan	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Klockaregård	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Klockaregård	1	2	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Kyrka	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Nyhem	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Prästgården	1	8	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Prästnäs	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Prästö	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Skogen	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryd Solbacka	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Agunnaryds Prästgård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Anders väg	1	9	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Angshult	1	5	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Angshult Gamlegård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Angshult Lindäng	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Angshult Ljustorp	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bankaboda	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bankabodavägen	1	13	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Björkelundsvägen	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bockaboda Björkelund	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bockaboda Fridhem	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bockaboda Sjöbacken	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bockaboda Stensjöholm	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bockaboda Stjärneberg	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bokvägen	1	15	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Brunnsberg	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Brunnsberg Sjöfållan	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Boastad	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Killeberg	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Linderås	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Näs	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Reningsverk	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Smedjelund	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Sälleberg	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Södergård	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Södergård	1	4	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Västergård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bråna Änganäs	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Brånavägen	1	31	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Bygdevägen	1	19	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Deranäs	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Fagerhult Kvarnstugan	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Fagerhult Strömma	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Fagerhult Västergård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Fagerhult Västergård	1	2	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Fagerhult Östergård	1	7	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Fagerhult Östergård	1	8	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Finnhult Björkelund	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Finnhult Norra	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Finnhult Skärvelid	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Fåglasång	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Getaboda	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Getaboda Ekeboda	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Getaboda gård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Getaboda Sjöliden	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Getaboda Trekanten	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Björkebo	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Björkliden	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Ekenäs	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Fridhem	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Kvarnen	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Mellan	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Muggeboda	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Muggeboda	1	2	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult södra	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Granhult Södra	1	2	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Grythult Lillegård	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Grythult Sjöbacken	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Grythult Storegård	1	7	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Gydingstorp	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Gäddeboda	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Hyltan	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Jättakistan	1	3	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Enebacken	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Höganäs	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Lindelund	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Mellangård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Nyhem	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Rönneberg	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Sjöbo	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lammakulla Östergård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lönnvägen	1	6	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lönshult	1	6	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lönshult Björkelund	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lönshult gård	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lönshult Högalund	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
Lönshult Johannesgården	1	1	341 77	Agunnaryd	78102	Kronoberg	Ljungby
